北京市C\西城区D\富华南路1586号1层A\ O\Kiki yangR\0592-2952636T\
北京C\西城区D\沂河路与沃尔沃路交汇处南500米路西A\ O\Kiki yangR\84776739T\
北京C\西城区D\顺河镇顺昌路81号A\ O\Kiki yangR\010-80712719T\
北京市C\西城D\枣园镇小枣沟头村A\ O\Kiki yangR\15010755189T\
北京市C\西城D\林山乡詹村村65号A\ O\Kiki yangR\0311-66561020T\
北京C\西城D\沛屯大道东侧金凤凰装饰城15#22号A\ O\Kiki yangR\56036480T\
北京C\西城D\龙潭总部经济城汇润国际2号楼13楼1306号A\ O\Kiki yangR\0755-22919780T\
LinaR\0371-58508009T\ O\北京市C\朝阳区D\槐店镇吉祥东路A\
黑龙江P\黑河市C\孙吴县D\邳庄镇大黄庄村A\ O\张伟R\0731-88661888T\
黑龙江省P\黑河C\孙吴县D\义乌商贸城西门A\ O\张伟R\010-53325020T\
黑龙江P\黑河C\孙吴县D\新碶街道北海路26号8号楼2楼-2A\ O\张伟R\021-80235566T\
黑龙江省P\黑河市C\孙吴D\团结路与建昌路交汇处2#格4楼A\ O\张伟R\010-85654257T\
黑龙江P\黑河市C\孙吴D\镜湖万达广场3号楼1722A\ O\张伟R\0756-8996261T\
黑龙江省P\黑河C\孙吴D\朝阳东路30号A\ O\张伟R\53657722T\
黑龙江P\黑河C\孙吴D\张纪镇满意村A\ O\张伟R\01051050575T\
周思龙R\13581829538T\ O\黑龙江P\黑河市C\北安市D\鹿苑镇东街村二组A\
周思龙R\13718886898T\ O\黑龙江省P\黑河C\北安市D\南川东路59号A\
周思龙R\01058075080T\ O\黑龙江P\黑河C\北安市D\光明大道S1116华派生活广场A\
周思龙R\010-57925160T\ O\黑龙江省P\黑河市C\北安D\大同街123号一单元20层6号A\
周思龙R\01058561539T\ O\黑龙江P\黑河市C\北安D\新312线二桥西1000米A\
周思龙R\010-67857252T\ O\黑龙江省P\黑河C\北安D\长丰路岩落坪巷95号A\
周思龙R\0939-8658222T\ O\黑龙江P\黑河C\北安D\刘村镇309国道南刘村段15号A\
黑龙江P\黑河市C\五大连池市D\炼铁乡纸厂村A\ O\张曦骞R\0757-81251111T\
黑龙江省P\黑河C\五大连池市D\丈八二路绿地中心5004室A\ O\张曦骞R\020-87301719T\
黑龙江P\黑河C\五大连池市D\车站路1号金轮时代广场1栋1522号A\ O\张曦骞R\01066032900T\
黑龙江省P\黑河市C\五大连池D\团结东大街315号水岸蓝庭8号楼104A\ O\张曦骞R\025-51885765T\
黑龙江P\黑河市C\五大连池D\思源路377号A\ O\张曦骞R\010-80712719T\
黑龙江省P\黑河C\五大连池D\金鱼镇鹄鸣村十二组A\ O\张曦骞R\010-82628888T\
黑龙江P\黑河C\五大连池D\旧州镇文星村村委A\ O\张曦骞R\0755-86360631T\
孙笑天R\010-85888330T\ O\黑龙江P\黑河市C\嫩江市D\古塘街道孙塘北路1209号A\
孙笑天R\010-64770079T\ O\黑龙江省P\黑河C\嫩江市D\太平镇合江村12组A\
孙笑天R\18621848258T\ O\黑龙江P\黑河C\嫩江市D\泗城镇陆李村韩东组A\
孙笑天R\67497325T\ O\黑龙江省P\黑河市C\嫩江D\小纪镇南街77号A\
孙笑天R\0755-33312788T\ O\黑龙江P\黑河市C\嫩江D\筑先路华庭首府1号楼楼下A\
孙笑天R\60254881T\ O\黑龙江省P\黑河C\嫩江D\凤凰台路86号A\
孙笑天R\62520088T\ O\黑龙江P\黑河C\嫩江D\西溪坪办事处永定大道鹭鸶湾大桥北侧澧水南岸潇湘华府（一期）第3.4幢17层4-1707A\
黑龙江P\绥化市C\北林区D\大沥太平石步村广佛路段华鼎大厦二层225号A\ O\黄磊R\025-82229999T\
黑龙江省P\绥化C\北林区D\建设南路68号圣马可商业广场A栋803号A\ O\黄磊R\60254881T\
黑龙江P\绥化C\北林区D\会城圭峰西路30号一、二层A\ O\黄磊R\020-32030534T\
黑龙江省P\绥化市C\北林D\桃花江镇近桃村9组A\ O\黄磊R\15830810317T\
黑龙江P\绥化市C\北林D\怡园路899号名门世家16栋2单元403室A\ O\黄磊R\010-62667558T\
黑龙江省P\绥化C\北林D\方城镇镇南工业园A\ O\黄磊R\010-57208883T\
黑龙江P\绥化C\北林D\法姬娜大道A12幢08号商铺A\ O\黄磊R\0532-85655977T\
李徽徽R\18610461445T\ O\黑龙江P\绥化市C\望奎县D\南关岭路192-13号车库A\
李徽徽R\010-63832385T\ O\黑龙江省P\绥化C\望奎县D\湾沚镇湾石路和嘉.中央城10幢611室A\
李徽徽R\18621848258T\ O\黑龙江P\绥化C\望奎县D\幸福城商铺27-13号A\
李徽徽R\010-64813450T\ O\黑龙江省P\绥化市C\望奎D\小兰乡迎宾中大道662号A\
李徽徽R\18511616451T\ O\黑龙江P\绥化市C\望奎D\阳明东路奥斯卡大厦10层1015室（第10层）A\
李徽徽R\0571-56707047T\ O\黑龙江省P\绥化C\望奎D\三江大道临街一层铺面（云南机器二厂旁）A\
李徽徽R\010-6736 5980T\ O\黑龙江P\绥化C\望奎D\中山二路东合二组综合楼一楼第十间铺面A\
黑龙江P\绥化市C\兰西县D\金港路东侧、冲口岭路口A\ O\杨珺爱R\010-82101750T\
黑龙江省P\绥化C\兰西县D\麒麟东路与紫云路交叉口东升花园商铺1-6负一楼A\ O\杨珺爱R\010-57128897T\
黑龙江P\绥化C\兰西县D\景阳路20号附129号A\ O\杨珺爱R\028-87436209T\
黑龙江省P\绥化市C\兰西D\华路金海大厦南楼704房A\ O\杨珺爱R\15801153746T\
黑龙江P\绥化市C\兰西D\捞刀河镇中岭村221号A\ O\杨珺爱R\010-58341810T\
黑龙江省P\绥化C\兰西D\德兴路恒大翡翠华庭第六幢东起2单元13层1302号A\ O\杨珺爱R\010-51816629T\
黑龙江P\绥化C\兰西D\城厢镇小北门街40-5号40-5室A\ O\杨珺爱R\010-56831999T\
虞海俊R\010-87416043T\ O\黑龙江P\绥化市C\青冈县D\西六路西侧黄金国际东门69甲14号沿街房A\
虞海俊R\020-37591212T\ O\黑龙江省P\绥化C\青冈县D\大冶大道236号劲牌三期3栋1单元1004A\
虞海俊R\010-62151588T\ O\黑龙江P\绥化C\青冈县D\五泉街道邸家庄47号A\
虞海俊R\19828941817T\ O\黑龙江省P\绥化市C\青冈D\南李村镇西皇女苑五道庙东50米A\
虞海俊R\021-63224133T\ O\黑龙江P\绥化市C\青冈D\建宁东路延长线瑞和新城7幢03号A\
虞海俊R\6482 0369T\ O\黑龙江省P\绥化C\青冈D\黔城镇计生局B栋9号A\
虞海俊R\023-88960686T\ O\黑龙江P\绥化C\青冈D\安钢大道西段路北556号祥瑞商务大厦招商楼三楼316-318室A\
黑龙江P\绥化市C\庆安县D\天湖东路16号A\ O\王夏R\010-64770079T\
黑龙江省P\绥化C\庆安县D\亚太路1号二期裙楼1-商业116号A\ O\王夏R\0579-86587832T\
黑龙江P\绥化C\庆安县D\兴华街32号A\ O\王夏R\010-62247258T\
黑龙江省P\绥化市C\庆安D\高桥镇红心村A\ O\王夏R\85728406T\
黑龙江P\绥化市C\庆安D\山大路华强广场C栋2708室A\ O\王夏R\0532-66990688T\
黑龙江省P\绥化C\庆安D\蒲州街道温州大道428号三层8329室A\ O\王夏R\15008635750T\
黑龙江P\绥化C\庆安D\大唐路176号鑫天御景湾花苑2栋204A\ O\王夏R\13917642213T\
刘华雪R\0571 88069272T\ O\黑龙江P\绥化市C\明水县D\阜阳合肥现代产业园合肥大道9号综合楼234室A\
刘华雪R\0755-26463388T\ O\黑龙江省P\绥化C\明水县D\密庄村200号A\
刘华雪R\010-59798032T\ O\黑龙江P\绥化C\明水县D\松山湖管委会A\
刘华雪R\021-61870500T\ O\黑龙江省P\绥化市C\明水D\城关镇凤凰大道A\
刘华雪R\021-68581393T\ O\黑龙江P\绥化市C\明水D\三江街道八一南街江南春城G幢12011室A\
刘华雪R\0571-58123284T\ O\黑龙江省P\绥化C\明水D\沙塔坪乡大湾口村五斗坪组A\
刘华雪R\020-37591212T\ O\黑龙江P\绥化C\明水D\群丰镇白莲村樟树组A\
黑龙江P\绥化市C\绥棱县D\宋家桥向阳村16栋703号A\ O\张次果R\0731-55581111T\
黑龙江省P\绥化C\绥棱县D\万达广场3幢2118室A\ O\张次果R\0356-4814999T\
黑龙江P\绥化C\绥棱县D\世茂商业广场7幢1613室A\ O\张次果R\010-52297899T\
黑龙江省P\绥化市C\绥棱D\濠西路179号财富商城附106室A\ O\张次果R\84976866T\
黑龙江P\绥化市C\绥棱D\长沙大道580号东城港家园1栋1015A\ O\张次果R\0753-3391313T\
黑龙江省P\绥化C\绥棱D\健康西街507号9号楼7号01房A\ O\张次果R\31659600T\
黑龙江P\绥化C\绥棱D\建国南路66号3号楼1单元7层1072室A\ O\张次果R\0760-88861888T\
罗伟R\0433-5923888T\ O\黑龙江P\绥化市C\安达市D\金梧桐院内9号大厅A\
罗伟R\025-82229999T\ O\黑龙江省P\绥化C\安达市D\殷庄路79号月星家居广场D031、D027、D028、E033A\
罗伟R\0755-26463388T\ O\黑龙江P\绥化C\安达市D\法脿镇法甸村委会白竹山菖蒲地A\
罗伟R\85376899T\ O\黑龙江省P\绥化市C\安达D\李家镇高家沟村A\
罗伟R\010-57837888T\ O\黑龙江P\绥化市C\安达D\古田二路汇丰企业天地4栋6层20室A\
罗伟R\010-51660200T\ O\黑龙江省P\绥化C\安达D\友谊路48-6号41栋一层118、119、120号商铺A\
罗伟R\89996661T\ O\黑龙江P\绥化C\安达D\董公寺汇川国际温泉旅游城一期2号楼1-27-1号A\
黑龙江P\绥化市C\肇东市D\民安路白马环球港北9号楼111、112、113铺A\ O\李先芳R\010-58211491T\
黑龙江省P\绥化C\肇东市D\柳沟镇南庙村村委会A\ O\李先芳R\021-31651626T\
黑龙江P\绥化C\肇东市D\会城新会大道中38号131A\ O\李先芳R\4099086T\
黑龙江省P\绥化市C\肇东D\乾邮家苑10号门面A\ O\李先芳R\021-63933333T\
黑龙江P\绥化市C\肇东D\裕丰花园1幢814室A\ O\李先芳R\0755-26463388T\
黑龙江省P\绥化C\肇东D\龙港镇月星村459号一层A\ O\李先芳R\020-38891740T\
黑龙江P\绥化C\肇东D\彩云北路79-83号A\ O\李先芳R\010-64770079T\
顾晓菲R\010-85870201T\ O\黑龙江P\绥化市C\海伦市D\雉城街道车站东路19、21号A\
顾晓菲R\010-85895942T\ O\黑龙江省P\绥化C\海伦市D\江北路39号105室（自编02）A\
顾晓菲R\01058561539T\ O\黑龙江P\绥化C\海伦市D\经五路99号阜阳国际汽配城二期17#商办楼119室A\
顾晓菲R\0571 88069272T\ O\黑龙江省P\绥化市C\海伦D\沈辽路80-31号（2-10-3）A\
顾晓菲R\010-60606666T\ O\黑龙江P\绥化市C\海伦D\三好街79号B604房间A\
顾晓菲R\010-85926655T\ O\黑龙江省P\绥化C\海伦D\石峰北路1号8栋501房A\
顾晓菲R\020-31068809T\ O\黑龙江P\绥化C\海伦D\经七路东侧、纬五路北侧阜颍河路南侧、经八路西侧A\
黑龙江P\大兴安岭地区C\漠河市D\和平北路193号院（原天龙歌城旁）A\ O\甘正益R\0756-3615009T\
黑龙江省P\大兴安岭C\漠河市D\城南中路232号新7栋201号房（金福苑）A\ O\甘正益R\01066032900T\
黑龙江P\大兴安岭C\漠河市D\串窑街山水人家19号楼A\ O\甘正益R\021-64401107T\
黑龙江省P\大兴安岭地区C\漠河D\新富街副6号6单元6层2号A\ O\甘正益R\010-85132114T\
黑龙江P\大兴安岭地区C\漠河D\姚村镇黄楼村新建街5巷17号A\ O\甘正益R\02866070293T\
黑龙江省P\大兴安岭C\漠河D\新华东路1432号东融大厦1502室A\ O\甘正益R\010-64789069T\
黑龙江P\大兴安岭C\漠河D\鼓山镇福兴大道3号福晟大厦6F07-12A\ O\甘正益R\138 8510 3895T\
杨林海R\020-32030534T\ O\黑龙江P\大兴安岭地区C\呼玛县D\新华路216号鸥鹏大厦A\
杨林海R\18768113050T\ O\黑龙江省P\大兴安岭C\呼玛县D\公田镇向佳村新屋组A\
杨林海R\18611901218T\ O\黑龙江P\大兴安岭C\呼玛县D\全州镇七一村委新塘坪桥头A\
杨林海R\0532-85655977T\ O\黑龙江省P\大兴安岭地区C\呼玛D\五泉商厦B座704A\
杨林海R\025-68586767T\ O\黑龙江P\大兴安岭地区C\呼玛D\桃花江镇太平街146号A\
杨林海R\15101114469T\ O\黑龙江省P\大兴安岭C\呼玛D\西外阳平路88号恒阳骊都A5-A7幢夹层1号商业用房A\
杨林海R\010—51846868T\ O\黑龙江P\大兴安岭C\呼玛D\华阳街道和平路33号1层A\
黑龙江P\大兴安岭地区C\塔河县D\昆仑山路62号A\ O\周建波R\020-38655166T\
黑龙江省P\大兴安岭C\塔河县D\黄桥镇河抱湾村A\ O\周建波R\0592-2952636T\
黑龙江P\大兴安岭C\塔河县D\沙坪东升路225号A\ O\周建波R\010-84675656T\
黑龙江省P\大兴安岭地区C\塔河D\堤口路56号、58号、60号名泉春晓E1、E2、E3公建1-2611A\ O\周建波R\62520088T\
黑龙江P\大兴安岭地区C\塔河D\文林镇平安大道739号1栋1单元3层2号A\ O\周建波R\18600686363T\
黑龙江省P\大兴安岭C\塔河D\三甲乡谢家村雁娥组A\ O\周建波R\010-60278906T\
黑龙江P\大兴安岭C\塔河D\北京路西，长江路南南洋国际花园三期Z5号楼1-112A\ O\周建波R\66839914T\
陶玲丽R\0757-81251111T\ O\黑龙江P\大兴安岭地区C\加格达奇区D\城北庐陵商业街东J栋一楼A\
陶玲丽R\0311-85855042T\ O\黑龙江省P\大兴安岭C\加格达奇区D\周棚办事处颍东路99号阜阳.临沂商城B11-1#楼108室A\
陶玲丽R\85728406T\ O\黑龙江P\大兴安岭C\加格达奇区D\东岸北路333号后座5楼之2A\
陶玲丽R\82731218T\ O\黑龙江省P\大兴安岭地区C\加格达奇D\张卜乡南郭村A\
陶玲丽R\13917642213T\ O\黑龙江P\大兴安岭地区C\加格达奇D\运河路663号融创时代广场6幢706A\
陶玲丽R\84976866T\ O\黑龙江省P\大兴安岭C\加格达奇D\越溪街道越溪街437号A\
陶玲丽R\010-86468712T\ O\黑龙江P\大兴安岭C\加格达奇D\槐树街79号5楼516号A\
黑龙江P\大兴安岭地区C\松岭区D\鼓山镇埠兴村埠兴支路333号7幢4号店面A\ O\李玲R\010-84417818T\
黑龙江省P\大兴安岭C\松岭区D\季华四路河宕村下北3号商业楼5楼516号A\ O\李玲R\0755-29767696T\
黑龙江P\大兴安岭C\松岭区D\石岗路27号103铺A\ O\李玲R\010-59344754T\
黑龙江省P\大兴安岭地区C\松岭D\光武路与人民路交叉口淯龙苑二号楼三单元A\ O\李玲R\010-85926655T\
黑龙江P\大兴安岭地区C\松岭D\天衢办事处湖滨北路173号2号楼21-2-202A\ O\李玲R\010-62870300T\
黑龙江省P\大兴安岭C\松岭D\三合村新跃组A\ O\李玲R\010-62151588T\
黑龙江P\大兴安岭C\松岭D\新站镇新站村6号A\ O\李玲R\65919720T\
杨美升R\0311-89659288T\ O\黑龙江P\大兴安岭地区C\新林区D\古阳镇下溶湾,新汽车站旁A\
杨美升R\8010-62416170T\ O\黑龙江省P\大兴安岭C\新林区D\城厢镇城西北路8号10幢102,202室A\
杨美升R\0531-82608889T\ O\黑龙江P\大兴安岭C\新林区D\卡子湾村仓储物流园二巷30号A\
杨美升R\18610461445T\ O\黑龙江省P\大兴安岭地区C\新林D\繁华世家4号楼二层203、204室A\
杨美升R\18601234064T\ O\黑龙江P\大兴安岭地区C\新林D\九景衢铁路开化站A\
杨美升R\010-67783099T\ O\黑龙江省P\大兴安岭C\新林D\晶华路宝鼎液压机械公司内A\
杨美升R\010-82101750T\ O\黑龙江P\大兴安岭C\新林D\人民中路３０号１５１２室１５层１５１２号A\
黑龙江P\大兴安岭地区C\呼中区D\丰乐南路281号（长江商贸城）2幢12室A\ O\程煌建R\53652796T\
黑龙江省P\大兴安岭C\呼中区D\清姜路46号院1号楼A座1201号A\ O\程煌建R\029-89287860T\
黑龙江P\大兴安岭C\呼中区D\兴工南五街17号1单元11层2号A\ O\程煌建R\010-64098075T\
黑龙江省P\大兴安岭地区C\呼中D\宁老庄镇新农村大赫庄51号2户A\ O\程煌建R\18610207627T\
黑龙江P\大兴安岭地区C\呼中D\建设南路48号国安步步高店一楼116号A\ O\程煌建R\010-56139621T\
黑龙江省P\大兴安岭C\呼中D\分盐镇中心路128号A\ O\程煌建R\010-62981553T\
黑龙江P\大兴安岭C\呼中D\天津生态城动漫中路482号创智大厦204室-436A\ O\程煌建R\18801372116T\
杨秀平R\0571-58123284T\ O\上海市C\黄浦区D\梅溪镇华塘村2组祁羊路旁A\
杨秀平R\010-59798032T\ O\上海C\黄浦区D\蒋李集镇岗城村A\
杨秀平R\010-59327388T\ O\上海C\黄浦区D\迎宾路东三巷13号4540室A\
杨秀平R\15801153746T\ O\上海市C\黄浦D\小寨东路107号A\
杨秀平R\0999-8790867T\ O\上海市C\黄浦D\通成紫都龙凤街华苑1号楼8号商铺A\
杨秀平R\010 87276615T\ O\上海C\黄浦D\梅山镇青山街道手联组一楼A\
杨秀平R\0531-82608889T\ O\上海C\黄浦D\东城街道二环东路361号A\
上海市C\徐汇区D\鹤城街道临江东路39号二楼A\ O\匡友R\8010-62416170T\
上海C\徐汇区D\105国道西侧君和欢乐城二层A\ O\匡友R\0571 88069272T\
上海C\徐汇区D\正村镇白墙村A\ O\匡友R\025-57053780T\
上海市C\徐汇D\果园三路7号凯旋帝景3号楼1单元4层401室A\ O\匡友R\0753-3391313T\
上海市C\徐汇D\谷塘村杨塘屋组275号A\ O\匡友R\010-85883388T\
上海C\徐汇D\倚平里2栋-1-5-3号A\ O\匡友R\010-65436406T\
上海C\徐汇D\通达路36号1号楼2004A\ O\匡友R\010-86207790T\
刘德顺R\028-87436209T\ O\上海市C\长宁区D\夏张镇王士店村A\
刘德顺R\021-61870500T\ O\上海C\长宁区D\双拥东路46号A\
刘德顺R\010 - 85958849T\ O\上海C\长宁区D\斑竹园镇檀木村5组26号A\
刘德顺R\13646818331T\ O\上海市C\长宁D\金砂路53号金凤城凤座1036号铺位A\
刘德顺R\57801214T\ O\上海市C\长宁D\天府三街19号1栋1单元18层1801号A\
刘德顺R\0532-66990688T\ O\上海C\长宁D\大信南路2号二层北座（大润发中山店商店街1026号柜）A\
刘德顺R\18620884014T\ O\上海C\长宁D\厘岸村国道207线路段东侧A\
上海市C\静安区D\黄河十二路859号A\ O\杨宇琪R\021-64826169T\
上海C\静安区D\西马园四巷16号A\ O\杨宇琪R\13581869069T\
上海C\静安区D\李典镇典前街24号A\ O\杨宇琪R\0571 88069272T\
上海市C\静安D\乌嘴乡港口村二十九组A\ O\杨宇琪R\01082169107T\
上海市C\静安D\横州镇横州大道189号A\ O\杨宇琪R\01081745701T\
上海C\静安D\梅桥镇梅桥村A\ O\杨宇琪R\82781919T\
上海C\静安D\航天路建新园2号1-2幢2层2号A\ O\杨宇琪R\01066032900T\
胡国玉R\021-34679368T\ O\上海市C\普陀区D\鼓山镇福兴大道3号福晟大厦6F07-12A\
胡国玉R\13501376160T\ O\上海C\普陀区D\狮子口镇义星村十组A\
胡国玉R\02583338889T\ O\上海C\普陀区D\云溪镇云溪大道162号A\
胡国玉R\0826-2368912T\ O\上海市C\普陀D\沣东新城街道办杨河村175号A\
胡国玉R\0411-88122678T\ O\上海市C\普陀D\颍河西路慧湖商城商住B楼107室A\
胡国玉R\010-88504006T\ O\上海C\普陀D\枣子岚垭正街3号1-1#A\
胡国玉R\15008635750T\ O\上海C\普陀D\籍山镇万森花园罗马假日L09A\
上海市C\虹口区D\南兴园48号2单元5层1号A\ O\张磊R\010-53606288T\
上海C\虹口区D\护林路1115号大院8号209211房（仅限办公用途）A\ O\张磊R\010-60590315T\
上海C\虹口区D\霞林街道荔园东路199号喜盈门商场营业楼五层5055A\ O\张磊R\010-6736 5980T\
上海市C\虹口D\东环南路5号1#楼302号A\ O\张磊R\010-62870300T\
上海市C\虹口D\程集镇居委会建设街7号A\ O\张磊R\18611901218T\
上海C\虹口D\运河街道东方帝景城二期18幢5号A\ O\张磊R\021-63933333T\
上海C\虹口D\鹤龙湖镇湘裕村A\ O\张磊R\0571-89852052T\
陈永华R\021-34698620T\ O\上海市C\杨浦区D\颍西办事处清河西路51号港利上城国际E-09#302A\
陈永华R\0377－63313698T\ O\上海C\杨浦区D\汪沟镇许家寨村东A\
陈永华R\13701949900T\ O\上海C\杨浦区D\太平镇李白大道南二段3号中润恒大国际商贸城5-1（栋）2楼214号A\
陈永华R\13832111565T\ O\上海市C\杨浦D\北京路96号10层1008号A\
陈永华R\82781919T\ O\上海市C\杨浦D\春潮路信诚制衣有限公司内A\
陈永华R\021-64401107T\ O\上海C\杨浦D\刘振屯乡木集村村北A\
陈永华R\010-64770079T\ O\上海C\杨浦D\柏加镇双源村湖田组414号A\
上海市C\闵行区D\兴仁街道办事处德圣路746号A\ O\黄程红R\57837888-8025T\
上海C\闵行区D\天长东路151号501室A\ O\黄程红R\0311-85855042T\
上海C\闵行区D\南一路270号A\ O\黄程红R\15008635750T\
上海市C\闵行D\高坪镇金九村11组A\ O\黄程红R\15010755189T\
上海市C\闵行D\美里路邹庄新村沿街12号商铺A\ O\黄程红R\020-32030534T\
上海C\闵行D\夏北西城华府15-4号A\ O\黄程红R\0571-57892976T\
上海C\闵行D\东路楠湖山庄9栋503号A\ O\黄程红R\010-85525912T\
唐国强R\0755-33312788T\ O\上海市C\宝山区D\迎宾路兴隆地下街148号A\
唐国强R\0753-3391313T\ O\上海C\宝山区D\广场北路广瑞公寓10栋1-101室A\
唐国强R\0571-58123284T\ O\上海C\宝山区D\888商业中街38号办公室307A\
唐国强R\010-62981553T\ O\上海市C\宝山D\西津西路1168号A\
唐国强R\13832111565T\ O\上海市C\宝山D\城关镇文明东路北侧大众浴池楼下西边第三间A\
唐国强R\0755-83594044T\ O\上海C\宝山D\江南街道胜利南路31号6幢二层220-1商铺A\
唐国强R\010-62247258T\ O\上海C\宝山D\笋江中路中骏四季阳光103号店面A\
上海市C\嘉定区D\鼓楼办事处一道河中路139号丽丰一品A10＃商住楼101室A\ O\王志强R\010-59432786T\
上海C\嘉定区D\黄兴镇金凤村湾元井组399号A\ O\王志强R\65515358T\
上海C\嘉定区D\红苏路南段A\ O\王志强R\82533170T\
上海市C\嘉定D\陈元光大道人才公寓A\ O\王志强R\0532-86106788T\
上海市C\嘉定D\刘营镇西睢宁村村南A\ O\王志强R\18768113050T\
上海C\嘉定D\神农谷11-4幢118号A\ O\王志强R\57111515T\
上海C\嘉定D\北园路192号通达财富广场1506室A\ O\王志强R\010-63726121T\
邝敦平R\021-61870500T\ O\上海市C\浦东新区D\鄱阳镇湖城港湾C7栋A\
